Mixing rate (rpm),Colour removal (%),Turbidity removal (%),Mixing time (min),Coagulant vol.,Nitrate conc.(ppm),Iron conc.(ppm),pH,DO(ppm),Salinity(PPT),Initial pH,Salinity (ppt),TDS (ppt),DO (ppm)
88.82442067444887,87.89757862360415,15.64888923494431,4.154073353425732,3.927078479912367,10.04452681896338,9.913345319202945,5.461307425783456,11.632608687689045,13.40877652406059,6.847944772416373,244.68004047026426,0.700921457807633,36.2516015541674
89.48756536270116,34.10657085931774,13.20171548882449,3.884220258059365,1.0363227000658946,12.606326828130276,8.529186950205847,4.0,3.7957456808335306,5.191859272705692,6.886076482070852,192.6322350508258,0.694990526351117,40.50214638731588
86.83170316593532,21.592452692498885,13.08238813107921,3.8508094269704256,2.040461609748267,3.380075507349319,13.60278183804985,4.0,6.765748175750676,8.03406314282029,6.7073928099621245,195.39351053108132,0.6895280293817293,40.70069920788921
92.27005392982024,29.273073107239576,6.723162377102335,3.501897284828532,3.1820779412554163,0.0,9.573755157925024,9.438267539502192,8.683246263627916,9.76649723902297,7.059345856889934,239.18609158796949,0.743762865715332,43.10094514416293
93.6349996539257,44.35139845839893,13.212383060880727,4.010843700568366,3.8718563664205647,3.5355183828694203,11.049405185284392,5.960650891073593,10.607032348561166,11.526124773717138,7.106274425383738,241.63145956355618,0.7091220965928954,43.08582987278114
94.99004881320481,49.72168700621643,18.154485782010823,4.041910696878811,5.180855405603472,0.0,6.520800634690077,8.6393162480162,11.983962612688972,14.500583349332649,6.792485022672249,232.78640758654012,0.7996734640547419,39.91765121371883
101.51572743710969,43.4009946117895,10.90625830298157,4.805097202648064,5.992881696774827,3.088707295576395,6.664539378664485,4.0,13.823621970375696,15.956712222770873,7.079183681167118,237.49950986882,0.6730290670996594,39.74483751501245
90.70062182496287,94.86393699120919,14.008961885863085,3.9217158281080504,7.153517343875033,1.1707759953343257,1.6430382923327906,8.722014157074577,19.16392377193952,21.51164235939957,7.117647983304343,178.08965714086642,0.6954343868604583,45.961164721542005
96.95082991514731,9.539679530333496,16.75252858515375,4.169223882380586,3.9569615407114904,16.93522763460697,4.907034231360411,10.0,21.430154031064127,23.732162497410798,6.807983409443233,257.40218635744077,0.7100193428712868,41.90410928724377
82.1710422298588,79.4202449588205,7.189692077488745,4.160797676747315,3.965035262157805,9.789450133822754,3.590692815409602,4.0,12.09149813804206,13.123063953035508,4.080470871288661,0.0,0.9135394774008835,12.024287597883898
101.55096769250423,80.59564192978243,0.6060084021839881,3.9237416829121137,3.864335622877655,12.384050733284258,11.304796699569492,7.726210210726606,11.073830096293397,12.051675054129964,4.637888369988643,49.90439417434946,0.9845708868120889,11.825350251795891
85.1849168807661,88.4511511357941,1.6513389378716656,4.222616244373847,3.8914544241246762,9.564729037190627,7.694435811340198,8.134785325723955,11.24389079233693,12.861723722469604,5.722600159916222,9.519155099712219,1.0817243382711388,12.593166713637775
102.80017460607432,76.65575057503906,1.3261885730242913,4.45284398922087,3.8880661386732602,7.192080062283106,3.2294594435675714,4.1786044821589154,11.537621468542778,11.834895141407493,7.398065851129816,0.0,1.1892488803147778,15.054970247675625
106.87219473720533,81.1597937444896,1.7623599715836342,4.6329956315725465,4.3442033407428715,10.113535689645932,9.803197294684114,5.353854831575158,11.710971745639505,13.104763778537908,7.921044307098351,0.0,1.5721412657059093,12.740624218179118
84.84446664564297,76.85037375835597,2.5118853735440974,4.409121991423524,3.936582788410955,11.188425360634747,11.41608572274888,4.0,11.875575517121392,12.434906860094857,8.771879591269164,53.94962076844583,1.5094034124079927,5.967284689753677
84.35004191454256,74.37910770748354,2.9772918465049334,3.839140472957778,4.224024473153372,6.213931444023716,7.1136409474309,7.669233044813847,11.793981919835566,12.626425932934097,9.957763709554843,64.65397121882191,1.7284106261856018,11.685582610606035
99.52822710200385,100.0,13.870311517914187,4.152450314748814,4.153596575418319,7.439879116137164,9.039984365517663,8.474837638944324,12.232823459196524,11.992163163549092,4.0,792.4630964221269,0.5172571569763934,66.79754505223168
85.67246556168675,100.0,19.073257829049247,4.246589053927417,3.9954837280503526,9.237736339466863,8.51918797504733,6.075221100553154,11.410480593163967,12.872743877224707,5.197343596846998,714.2288175481787,0.3513072940748075,88.82821851968133
86.82003769566705,64.7467752915599,14.00885738620244,4.082361894468373,4.191094427142081,10.226152334955652,11.30614297439774,9.929488271666463,11.071360658210072,12.465832059993025,6.05251883768271,496.3109795296882,0.33483797315750813,92.49708618962633
89.66671567297159,33.06173704190559,22.43859427705991,4.085268658534688,4.09230029803217,5.644712700603567,8.212495585574528,8.392950833742258,10.432335143810013,12.357790296429883,6.9905823821607695,450.41977772259804,0.1560134277138003,91.38508988102822
101.52116724330531,44.43972976863954,20.10850456333526,4.264644321609027,3.712516245745869,11.599295151959268,7.396428889488647,9.328430350999483,11.521054407089308,12.891411466409375,8.153408768215035,456.4275456930072,0.11171484507482163,93.63616353186256
90.62062527297962,95.60677026824385,16.641853698069635,3.9539384487427682,4.059039884723808,11.28402794613957,6.2588666736943175,10.0,10.894007303630097,12.17656432121961,9.007592990724484,420.48650183083765,0.562135877917994,84.14435249836504
78.77961992111041,100.0,19.076389914689663,4.276708775788905,4.047036751721319,13.332704152403723,6.170478023065455,6.1544669370379355,11.793317464444435,13.182504480604592,9.82582554588726,449.1953525516812,0.5482409692487642,71.24620313185125
50.215187354806304,73.84440210835456,92.03693327277543,4.1373933635087115,3.8638707790109144,6.88058847623229,9.640007875204883,7.445277760409049,11.453387593218618,13.368035337828061,6.736341659683248,218.44112932640473,0.6660305527648799,39.35114890657109
96.717815636413,76.88151975437309,92.54271846379272,4.515292835125379,4.067386835785667,7.980102294164905,9.805515489323511,5.749743931007006,11.465305887673951,13.170223560287015,6.984688168342848,236.90659681601116,0.6787023234950813,41.02445468518969
166.76503348179895,77.74646189306007,74.77020772569256,4.178427529035302,4.113800118987044,6.405100158799882,8.856272556228632,8.369449395523864,10.950397470222061,13.268128264612992,7.081003562720069,248.31651460013342,0.7057007222010088,40.93111417004943
202.41586248346937,81.43007393620843,92.4030006066803,3.7976568743403303,4.0188738267671535,11.35664529627849,9.83597798503497,7.041118798057834,11.066501612068476,13.421955807504144,6.966296363701361,198.2759695415848,0.6654756115558491,41.02102160693423
237.2646442115023,82.96328981730153,83.67625250960742,4.243492335080946,3.6736780642520097,7.879857320850777,8.995490491801949,9.075858945189578,11.482135757415012,13.868364332426914,7.064905347976852,164.49038604237995,0.7427823302544283,40.541303140614176
305.33226563006946,85.90925267397148,90.60537282383338,4.1121969745040765,4.2485725532551175,17.356832110248032,5.314238113351622,8.304157377809577,11.22870722551809,13.210722731369323,7.1223094424771265,241.70440439380536,0.741647514647318,41.0458643058687
8.312642434122322,90.90971532667183,87.98161942907775,4.060127496698867,3.9049985713895095,3.1275301202685073,12.890076631919623,5.7903252123375415,11.637447003598297,12.063603488320027,7.054870425264895,242.02532075877866,0.8537826547055445,34.07705210037359
40.38057999163257,87.97019057152707,93.61342550718463,4.478550740508057,4.137626128829225,8.70277594177167,10.21678021547442,7.880163472270678,11.052976227638183,12.895677824750107,6.8798590901232375,205.9860462749496,0.7542303843607868,42.02211538730483
60.729635209686386,98.61860673809564,98.39113570748059,4.152857808403092,3.8588383868578164,6.999697713364496,8.923272170421445,5.254124291647701,10.474303709383973,12.709905799680742,6.840620582298436,209.2454972652788,0.7993412627689394,43.1847636690137
86.84887907627956,94.77412798382736,78.91175827301397,3.97991804555402,4.206847513126094,7.588203890847728,6.820749969964823,8.522450530328387,11.016832643160779,12.96634231754842,7.0832177901607185,237.8095480646533,0.7760651685521539,42.22123315090631
89.84318910916055,73.55996583678017,56.82079751564779,0.9078373227427006,3.8371197320416037,13.554887120338787,4.420444430666043,7.24242749291415,10.90863589781495,13.590887059595502,7.241342322828594,253.42597870045995,0.786044881247329,40.024381896239866
74.46149504145139,83.58156423885839,64.3493198034837,1.8180924328035515,4.125193504212679,6.13070627465423,7.704172998292902,4.0,11.35341307756819,12.376985099183546,7.384743104063865,220.6961941834717,0.7541298614185346,35.51090300608071
77.67392782388477,85.8995046316308,83.55522674112459,3.335871307502641,4.171895821673185,4.712709546295191,12.827967069333276,4.0,10.711516433502371,12.559786487906356,7.084739578988906,188.87402461765043,0.7159494206212474,44.152655957712255
85.02143880815633,81.57712017887646,86.44528025967706,4.395573554941719,3.766488165346156,7.289194390911053,11.189952014460498,4.0,10.992552826200942,12.716292562599998,7.414598210874808,254.0049830109487,0.6923592087884947,37.53142310286033
80.40854213520224,90.18470066713982,96.57591328579758,4.955525577523422,3.794412761991203,12.456320273957271,9.847603728397965,4.507001059493254,11.341174065902699,13.812813932945575,7.244737539041537,242.39562303104086,0.7803282556059818,43.721587815348705
84.1232201906277,95.22247505850643,79.41824746578901,1.7995707588353935,3.8664972116821184,6.250508322784757,8.504217872317556,5.646546309132845,11.846176352451915,12.733283966959048,6.741920445310703,224.95000442793778,0.7173936155430425,39.28905930402554
88.68652871410637,93.55487821233271,92.1821619739834,3.2168205170456075,3.9392431147018607,6.550054999570039,11.950079021437535,4.950687434387765,11.414900407404337,12.657113536435869,6.909559590317212,236.83664199896032,0.7837021002050247,41.90175318537707
93.39460759789522,90.11401848669934,92.39344669462051,6.035172194092237,3.9766723107069417,2.178167444446192,11.64226812558944,10.0,11.29909030008258,12.921359002496594,7.0526124946402735,236.9181334886792,0.7709886126264072,41.6562830359786
102.61123783595818,100.0,92.18147033709532,8.309670048370625,4.19401679594215,11.020941665428287,9.040047725848055,8.374147550358671,11.487977414552034,13.175861771358052,6.884236185225672,230.79054238107727,0.7740972447594268,40.58726676399262
102.33786414492897,97.99873847837496,93.73788219963131,9.87056965613237,3.8799166389910913,9.562657409574463,9.148143910560407,7.738292522091977,10.96463795303731,11.566683081820148,7.0428610994025025,210.39179307403063,0.7377415455282175,38.63119779307821
94.63206527148927,19.1687900484273,4.164721664133225,3.594054695161372,1.9477691335127651,122.18737665969036,88.82096800377374,10.0,10.915870927749602,13.137955701771583,7.168984999343642,180.99171225991955,0.7414968152593299,37.85253182557534
83.0301528866388,25.74855187547253,2.084206333433971,3.9327530396783725,2.925771199755948,64.25429864333748,86.44504590383288,10.0,11.075518275289438,13.421433600309166,7.0766582775300915,222.3835415664299,0.7324224206436047,45.68112646435067
81.47025236614823,43.89608268301289,0.0,3.6823550498091517,4.18343055303652,40.241674900687784,87.43096257947468,10.0,12.515482582479638,12.417189654084574,7.117115748641552,261.84075347064373,0.7947492707153622,35.85571059097097
95.12025476805441,47.875747734660266,0.0,4.189930537544224,4.795961857240046,30.527537364577697,86.7470118736491,10.0,11.258442908552087,12.12065551385661,7.289865421140553,197.6778539126468,0.751966837668233,38.27535410266636
80.80798133322926,70.63362448657172,1.615442917871828,3.913737957533223,5.8734926733291655,60.3736160015416,86.77074380149008,10.0,11.397091321073477,12.73521776342341,7.131507936714677,214.18534607504438,0.7819898296133129,41.85705382845751
91.4964526557217,100.0,0.5884994362265604,3.8276324021463686,7.0928988207648755,58.269801532616796,85.92595899358275,10.0,11.695432650822607,13.833159365611204,6.800749263817432,220.9625996462568,0.7056226894348245,40.18767707437754
98.42052206997992,86.59610109124479,18.18602898241753,3.8343410406198895,4.426254128534396,6.254553285595945,7.531469046261418,4.414978600286754,11.081121566941478,12.265541038700837,6.785711132719521,207.41926661132044,0.751060213284908,41.27503212040398
88.81275144922006,0.4759602583084561,18.56958410247391,3.6331326177357313,1.2037066953889939,10.539259562210974,8.841619174145679,4.0,3.992179464154533,4.775364919544068,6.695042730354984,227.825252414372,0.6319215210258735,41.81589353168297
78.95015228050788,20.230660274377207,14.696110024018147,4.332793157054717,2.0201158691249206,3.322122305160333,11.217584355783922,4.0,6.707211477818665,7.323059198757087,6.98888558393963,200.1323794228009,0.7730167566574007,41.59721439462899
78.93414191523094,34.53984273220266,5.253381933438666,4.247746245920954,3.0347212658171387,0.0,8.310784964431045,4.0,9.316035464961384,9.258002102617066,6.9090638765229135,250.71004764460503,0.6249921409302446,40.90666206642937
82.74823573664598,43.649286178270586,13.43731048655323,3.9985973771541543,4.139584117501453,0.0,7.327398112399935,5.21907457687309,10.793227087814344,11.46583868392532,6.790622293168975,190.10491883303828,0.7133587904344477,42.28896949140565
90.52611835056527,52.71114866447344,15.427370341901778,3.870794537985288,4.986265789322522,5.478611038612093,10.574491908403347,4.0,12.254419451566523,13.957201326888573,7.004807102346329,189.88817286551688,0.6926974897452294,43.402208382905435
79.8172349505025,52.243293057764014,11.643781531975828,4.192036670214386,5.696362737605533,0.484753370355135,10.593832342705765,4.0,12.647551009053881,15.939762123594116,7.244062134030262,225.93370561859584,0.7606975752044645,40.92997714452491
77.50221179350174,97.63140715971434,17.253676409100375,3.9497154471049383,6.923101441064647,0.0,5.119414306606422,10.0,19.503040677275493,22.651524852613562,7.064679358290219,182.08152847846532,0.7369317804905176,45.363808879217295
80.01136709778133,7.3705446436134885,15.171523713048277,4.178143122419203,4.093639629139173,1.6498212815975668,2.2851699505729544,9.867399444666981,20.813252974210364,23.15983171232741,6.88100270078458,213.38143691175293,0.7775715906142282,40.14826218981349
79.41511344012096,85.71542203263554,5.206547171969733,4.158856813681755,4.001940222984736,8.665730034663062,8.253264370895662,7.684861152456802,11.003844926372512,12.272169070708765,4.042199943045262,0.0,0.9140740831184035,14.923834267013332
86.376984013619,82.25425702205382,0.0,4.358254749719882,4.400247870464362,8.748083482259625,10.92115158970522,4.039621987934156,11.142741406846335,12.17473983375317,5.0364982599152786,0.0,1.006999262956943,9.010125131770954
87.30991541688525,79.36567429662426,2.757492818286658,4.433751747516948,3.8836114296224404,14.386872141522886,4.335530432001654,5.55422904571475,11.465322093741362,12.783504949135239,5.960363424137928,0.0,1.166734491894766,11.636576320385009
82.1209137267073,89.5036962056784,2.726921898330219,3.938109999500457,3.908690447329431,6.0223113203379,6.6656745673834985,10.0,11.95454826143584,13.196479774395964,6.908028120827318,6.7823417047720875,1.1123161424651082,10.300400522754504
89.37202297687504,95.59726355341982,0.0,3.568825331415127,4.022241416807405,15.186159914323095,12.141645163727715,9.561877674523778,11.250768643366696,11.906086394347222,8.254812439688328,0.0,1.6058955236114898,14.835114157006275
96.48589291926021,88.00325132624825,1.094038170693497,3.7380047544388653,4.147597123288768,0.0,7.958737787856712,9.305239387187592,11.107368410264977,12.600301520922798,9.073266063564995,56.144364092835325,1.4898139734932982,12.299218220340691
95.29595005541829,88.85130675070131,0.7750663745105488,3.8216613379979782,3.8287802055601374,12.023948493628396,9.189502389728942,4.0,12.282508904346939,13.249874571608894,9.856217867773683,1.3258244364070688,1.663831886100753,13.465751670413324
87.77481220645224,100.0,20.22103335962338,3.820355410961674,4.027592755754041,10.797744844283619,13.10680812259016,6.27564364522426,11.082578782860683,12.44481686470761,4.188162220004681,793.9740542290845,0.6566914868802103,71.30867693442053
97.73717777185766,95.24104626472844,20.947857209932494,3.8877352208488434,4.067787841453482,14.881639315667258,8.213754498867354,6.40369592176088,10.866572581719605,12.696349322315953,4.996333169345685,623.5919992818503,0.3664036689302881,86.27000517471403
88.17899200075533,62.5898846017429,19.86546823296222,3.7060818985583164,3.729877305189528,14.574644059025168,13.413630127305403,9.586189559725934,10.740628547255142,12.569050305898779,6.157532632782693,514.2548410164811,0.31203180802801694,90.66373881950388
87.29207399088934,30.38698340038806,18.672565526766277,3.6296550634310862,4.014689704311961,13.813862618103386,6.397358535431067,8.488396691077895,11.470692753134427,12.246968710566598,6.799351777279316,435.3986366742287,0.20786384332074678,89.64216756945461
90.3119337869443,51.20793615152776,23.845029325858768,3.67385018229051,3.7753873670174296,5.663032002150594,5.052746584163662,4.0,11.288256877801881,13.501858819743237,8.18149938668876,535.5130703087933,0.11896191513702305,91.73089102648048
96.03531070421249,87.79548710728598,14.759473144809576,3.606058582984429,3.8909057612384976,10.780139132806669,10.739158892833318,6.118962150288802,11.05511569964852,13.272610371399994,8.823979911752957,438.22973708073755,0.5148044431721008,81.64386403030895
94.34159726948917,100.0,17.39340475249005,4.013807876341048,3.727516455528842,9.452981909280718,7.563252725212829,9.637689968898728,10.98353381713385,12.38683743821731,10.0,466.91502002383794,0.5462997474517576,74.02399754207191
58.40855042181679,75.0383615249122,90.33685391287885,4.3350108894404835,4.024981326498786,1.5142806560306923,4.766317492185326,4.0,10.746851561840744,14.623843913278836,7.044491190200457,200.0104853504539,0.7078209195758691,38.988502587317925
122.68892860274418,90.85508933363852,91.80155511266419,4.436082647785285,4.208021718940486,7.909511160313075,11.146964322843353,7.189398106608644,11.304296277183507,13.577785018779288,7.032707597405387,203.15635927206776,0.7294315813842442,41.75385327806356
154.45528812619634,80.90042602807382,72.38934377015565,4.35726528637669,3.7257765183653704,6.71168264048902,10.23341730212299,7.003897615924704,11.5200749649607,11.88419830748055,6.954365303983247,209.62325958888997,0.6961723087764419,41.803586873044885
190.26656410752798,82.7951473548832,91.71104453465985,4.417167034729104,3.8484509363369725,13.399929174972865,4.231397179077773,7.287042068782667,11.045065303053999,13.87123654376988,7.174065365058736,209.26126692372915,0.724215791447518,38.18687348455578
243.62388588192258,85.33132547221403,83.53752891251324,4.134810710048759,3.704578109996661,9.906642064121211,6.232000411914273,5.7512043707216955,11.857046113591025,11.303773354713979,7.023928261668252,194.37702079501088,0.6884477106699013,41.35622596128367
309.1735470037265,82.33043669931648,94.03442821975094,4.335019703233385,4.1577817450122385,6.8583521659118425,8.588236415689076,6.028486850235161,11.69777497972676,13.236118963872311,7.067346173193839,235.6776224245853,0.7503023730085278,45.777478974971444
12.913369642273018,89.56654288581773,85.48403045487154,4.272940046267486,3.930843866039868,9.793910143519254,6.549658053684134,6.91558854018108,11.171470789026166,12.340110166264463,7.0523159973428005,192.71167386494216,0.7950766332253176,42.01037060292113
28.21845791217683,94.70022515579916,95.27602550082872,3.7896258127592204,4.0675282174707865,7.696984165862288,10.447103823588089,8.31609963790991,10.782296379921876,12.62695237429309,7.38323414083207,189.57752266671707,0.676215966682771,42.196817727323975
49.32198399767702,93.92965096610801,96.13012583509915,3.7107045209661953,4.191539513094227,5.227579898347418,9.071148885774987,6.690726063090085,12.04820996753453,13.349280724036715,7.036723330195023,227.58385290547488,0.7283964135267249,38.47752457359645
85.0852539347712,80.58554352389298,86.43994350141479,4.069496809284297,4.071577829007562,7.002851655823573,9.756383163517274,9.939077832014064,10.624540324206771,12.946833307051282,6.892282173380416,247.93949358714704,0.7635040024644186,40.690963323147535
99.9290018909039,55.04652597047628,58.771530564670755,1.3075209325574217,3.8712054283105344,6.445144750705364,12.705425571246778,6.013427806274858,11.116041931246984,12.924284849352906,7.047335996788731,209.09290044501464,0.7440520568044283,40.09041484070135
87.69072494135062,61.81456939944508,63.1036983659187,1.743867049454308,4.247228248826512,2.6366735034141886,4.490400726193685,6.438930312315829,10.897874418058063,12.202444439043806,7.091108079361113,217.1234166715945,0.7344384011266184,40.641310754771986
89.93779121833009,71.63450082789836,84.89636047410427,3.2175523830314976,3.7616836610046755,4.855584929693006,10.085859873902196,6.499952150541425,9.853386379184172,11.074544904918328,6.874790498900808,206.75547945755267,0.7747485232593553,40.591571890554775
91.40241852946511,74.60233694928561,87.88162772365249,3.6431335696998337,4.068397421100406,7.598560482333867,7.1067316429269365,10.0,10.966951027491541,12.651333892007818,7.118525124350791,253.59561012426963,0.7587425876264908,39.88379031536688
83.95289727173083,79.49469086928083,98.877124485167,5.202473565806993,3.9697378238934715,18.243762371068687,10.110081280485844,4.298308116869285,11.653449687349447,12.143142577205198,7.011063035233039,217.46500227634374,0.7192745951615205,39.092363822728956
71.54464435339017,95.64965048062557,86.06160282532431,1.643160117975277,4.206897943960077,7.055967259013169,9.021037478993998,8.203184945685388,10.707581972254577,13.044299903345978,6.61027823647132,243.87028374568067,0.7843710127333816,36.61889496063485
78.78808607412742,100.0,95.84622302183914,3.9134218205149147,3.874826977893978,4.5941828909323075,10.202155744325884,8.278436567870035,11.09406096003837,11.855632550309908,6.98791371338314,217.69283372746116,0.7068087472549017,42.356202055135554
85.53806117402398,100.0,92.7470482196347,5.691105468794165,3.6777857659768136,12.074302168746744,8.140310662140235,4.0,12.196306872984557,12.711365182008535,7.160428069490518,232.2408086351806,0.6454370195028493,45.21151693360233
84.6643377644238,97.8135875336546,96.30365200687258,8.193765694039712,4.208223908054422,7.29024477324228,10.599135731451549,9.507425786478553,11.054872634969263,12.908623182384378,7.406360081996722,194.24072081424595,0.7454637534756191,41.096215777481625
92.65361735438061,90.99039235279982,96.03533006072996,9.779907592748573,4.253854275889778,7.895718073303437,10.716969756366076,4.0,10.824281536254349,11.88191263392619,6.93016971521186,267.2221990470534,0.7181105212430224,38.50967689775123
100.13777141914397,26.489702345792406,0.0,3.9512892816650225,1.8197411419659386,115.2144071989731,84.95821140986358,10.0,11.46997164939886,11.701195465238502,6.79891291772345,199.48760302168864,0.7792721532145692,43.334346439053434
96.55464491081989,31.62032153074083,4.7153254362940435,4.005520080834188,2.8012013836734546,63.085084875457476,86.87865051220861,10.0,10.818345726272339,12.561214046218355,6.975471905322003,232.78537484546507,0.7456405844037243,42.69378941370468
93.43817562239518,24.65657761147137,0.0,4.327144967783629,4.132442197259358,38.445888132188365,90.36534459624876,10.0,10.699837589184272,11.637498520054404,6.944176766441368,252.85971112259162,0.7634061164693895,47.75787261604254
85.5232223575089,60.66801155399108,0.0,3.6649208880002413,4.609591868079271,34.238962140862164,86.71540550642149,10.0,11.492529951752294,12.826667022100983,6.9404915411967965,230.77299358802574,0.7130737748634488,36.38724667681655
90.97242954122102,61.973133963384996,0.0,4.119372336023625,5.851945386802829,59.146297717310446,89.93909249377866,10.0,10.83930390312846,13.112587498551616,7.296571374470694,229.96736621579868,0.7302945491187854,41.933657718960106
85.57118809286557,100.0,0.0,4.138738597969579,7.155428556376028,63.16646721204016,89.81946252606815,10.0,11.20562661548121,12.89131780651221,6.836935553431565,223.0639339335039,0.7364011528337675,41.3214004419799
90.99073957588347,88.2193787222552,15.13905804904005,3.8505909265800367,3.997525093412151,12.846729205852172,7.742274245217949,4.0,11.382145245357389,12.973325828395181,6.9537498159178295,225.38134954986268,0.7330725094842473,38.974512324582584
91.36502400870336,1.5677633130777817,14.89104489234127,4.069615726207813,0.7208159369054088,11.750709074936976,10.810008120260802,6.298606554221513,3.4860120467344373,4.352591189639996,6.823693184633837,233.22845021399834,0.8001252579969036,38.7957308381889
89.3761290518307,25.03053767390687,10.999160369113016,3.7665304028896522,2.058375409701418,7.216082924446759,7.553016541985879,4.0,6.799858193690612,7.645294769377842,6.999002909060128,238.29076453139368,0.817430818460106,41.39906593500347
89.90970082844302,36.71136563471711,12.725597337571845,3.749602484822147,2.9271738500223945,0.0,14.800537799540319,5.4925654278973965,9.209919289369799,9.655634532771494,7.106647713982713,207.51495998052235,0.7640190531289349,39.9096768604814
92.29841462609185,37.041790539156565,15.24223642996906,4.484359400213086,3.829094038505212,1.250478032027673,11.537594222656853,4.0,11.005529883565398,11.118340437934233,7.32870663834289,252.25405928195744,0.7658766890530141,45.46811786519532
90.51380777949994,50.33681610664081,14.390643311213259,3.7484332400031315,5.212679822169945,4.731502185242847,9.253388348947404,8.09416304285439,11.450593556239427,15.223289850616744,7.061450634906356,184.96333672114108,0.7250883180884056,42.163108189041495
88.16517448220031,60.77514231961535,16.155121395327683,4.331099068881212,6.063275440566623,0.0,6.025740301988245,4.0,13.95264452575315,15.361647461683187,6.951663797363481,242.16394754057512,0.7282858546148943,37.711186755928736
85.77074267416842,100.0,15.271658586772638,4.1512417561340005,6.924440810855423,0.0,8.859633262735427,8.067477661592374,18.801957653363544,22.327946518623133,6.88854100074452,230.00784521121477,0.6942485102057241,44.90569004169336
83.54684435247893,0.0,17.63619047893455,4.108810842534866,3.4923646866347364,11.741330825872954,8.410327055831523,10.0,20.759942156335345,24.419623384943204,7.07320941793704,227.55091912432616,0.7377057527059827,43.68549693921336
103.1260684576622,94.22088419472507,3.4683303283405857,3.979199578321566,4.16392674564971,12.558256540258578,7.590397941867561,5.13994545964452,11.425675247366783,12.037949593070486,4.16675770004761,29.473525961484377,0.9098675627180886,8.629349545347178
85.25439333346466,73.11000773675495,1.0860316922622821,4.403175420385337,3.9947757274990545,17.801905546512604,8.426731202603335,5.027584026934568,11.138385114883045,13.416016770504399,4.673984964282849,36.09467781942415,1.0299775008855,16.409579597307793
109.44824677968194,73.82885174426576,0.0,3.995688468293892,3.8492093677518953,11.40413257052036,9.687446105434617,4.640868172498281,12.294786590110636,12.421430332759428,5.761328688273915,0.0,1.1233512976105224,13.748703166660434
79.72168629433787,89.98596615688261,4.293957599468796,3.686846112863837,3.925387883885807,8.139670100825553,8.56755862328475,7.574217783654712,10.833734184634428,13.477632103364266,7.010423670824849,0.0,1.00291213330289,15.704310314471511
78.48619671649492,78.62361772369125,2.302845254789364,4.38423910710925,3.9710642528993487,6.543688748219482,6.211357665108027,5.588056983195181,11.192513932694975,13.761307593585029,8.093805368350077,25.215428642174246,1.5577069510655766,14.157523565609914
88.1539405799602,83.2942723451169,0.8854438072395738,3.619841736888865,4.132830541116115,13.852134991436081,5.345166586702073,4.0,11.727419354884432,12.706433877268685,9.325673731818036,30.622816292668475,1.4858238310662046,9.2788685180075
91.31774571202244,77.70403126742211,2.6578065434094884,4.120833980542214,3.988305614952482,6.6318824179539675,9.051603165017369,6.868381146554501,12.126401371338606,13.257478684998572,9.916280245682628,0.0,1.7545553721053346,8.375514539500916
95.59830979567978,100.0,15.162818623996678,4.42943086032575,3.8965306547453573,9.275561294060813,7.8768318462572235,5.115200017393881,10.66284465159031,12.34763686743467,4.059527645662343,783.1118437446897,0.5490922796317008,70.59325717040342
93.32835954541648,88.55377716620661,21.523640104861215,4.210933668747309,4.266997862513443,10.659121800127318,10.575534970755772,4.678478554891397,11.637951518317449,12.55074887514967,5.018910678617928,647.0717778515285,0.3217910931229824,85.42218975950298
98.58210843632945,62.0898771094799,18.756485367855916,4.1127177749740484,4.048191919360834,17.130153817950664,6.491962713526543,4.792165909539771,11.115787577382312,13.708480545340763,5.952356229737952,476.46940917555526,0.20801194355163613,82.53190251122061
90.34534207486819,24.515509915740957,17.293079205637184,3.7122396170549585,3.992608523781621,2.855499593041099,2.2738373590767678,10.0,11.973836250090086,13.357232984912962,7.042197439788716,459.5455605885745,0.12371988877360846,92.5260186277675
94.05238658159641,56.56771277728742,15.434190140289344,3.7883639175015213,3.9461631584704002,12.502897950818758,5.969043545847887,7.884969229793666,11.085727746257215,12.642457148080457,8.218577050563646,488.3693759764965,0.11299559242352127,87.85466599951145
83.8250659319812,85.41317106437306,21.06587588444267,3.981070362936827,4.072617412148374,13.41692514695347,6.413927506628038,10.0,11.049120963933776,13.469030875957882,9.069842266437321,407.1842530720867,0.4641238472401411,80.46717122235701
82.76896630830412,100.0,16.932928332858896,3.4345637953292254,4.061992371411673,11.101723228350245,6.315027767181933,4.0,12.435753321376698,12.352827430832612,10.0,500.6825733747344,0.42918321987410324,79.24241406019794
37.91597139751518,74.99359400549542,94.07519780113944,4.2857857217713065,4.156277476616904,8.959847672504056,7.479072063214263,10.0,10.489124661363837,12.697609927537844,7.246014930056886,269.62811056874096,0.6965640352338068,42.21961892883858
98.3045475919801,96.31360189670988,93.54125771730023,4.0981050070149,4.148227631786924,7.534358134229684,10.911353112102443,5.967315593834268,11.269131996371344,12.43276016255587,7.097578930293226,241.78749788301002,0.7602790650782746,44.06169098483448
145.9289232674556,72.60258605195193,71.71829448848248,4.239771226370557,4.031484934423627,15.428773895886115,9.11643640785546,10.0,11.280120202837317,12.128998608921064,7.12287758432057,218.55183601175216,0.7420281481644458,37.437306194561174
202.14002029103472,84.58812554748634,90.91025731604883,3.907944982217381,4.01088537690069,7.320813492944506,6.313662757627656,5.566031259656034,11.390911549158364,13.24655467387847,7.260562356562488,213.3945449253066,0.7427837060851068,42.87188926469094
